4,7,2,5,2,1,2
4,7,2,5,2,1,5
4,7,2,5,2,3,2
4,7,2,5,2,3,4
4,7,2,5,2,3,7
4,7,2,5,2,6,2
4,7,2,5,2,6,5
4,7,2,5,2,6,7
4,7,2,5,2,6,10
4,7,2,5,10,6,2
4,7,2,5,10,6,5
4,7,2,5,10,6,7
4,7,2,5,10,6,10
4,7,2,5,10,9,5
4,7,2,5,10,9,10
4,7,2,5,10,9,13
4,7,2,5,10,11,7
4,7,2,5,10,11,10
4,7,2,5,10,11,12
4,7,2,5,10,11,15
4,7,2,5,10,14,10
4,7,2,5,10,14,13
4,7,2,5,10,14,15
4,7,2,7,2,1,2
4,7,2,7,2,1,5
4,7,2,7,2,3,2
4,7,2,7,2,3,4
4,7,2,7,2,3,7
4,7,2,7,2,6,2
4,7,2,7,2,6,5
4,7,2,7,2,6,7
4,7,2,7,2,6,10
4,7,2,7,4,3,2
4,7,2,7,4,3,4
4,7,2,7,4,3,7
4,7,2,7,4,8,4
4,7,2,7,4,8,7
4,7,2,7,4,8,12
4,7,2,7,10,6,2
4,7,2,7,10,6,5
4,7,2,7,10,6,7
4,7,2,7,10,6,10
4,7,2,7,10,9,5
4,7,2,7,10,9,10
4,7,2,7,10,9,13
4,7,2,7,10,11,7
4,7,2,7,10,11,10
4,7,2,7,10,11,12
4,7,2,7,10,11,15
4,7,2,7,10,14,10
4,7,2,7,10,14,13
4,7,2,7,10,14,15
4,7,2,7,12,8,4
4,7,2,7,12,8,7
4,7,2,7,12,8,12
4,7,2,7,12,11,7
4,7,2,7,12,11,10
4,7,2,7,12,11,12
4,7,2,7,12,11,15
4,7,2,7,12,16,12
4,7,2,7,12,16,15
4,7,4,7,2,1,2
4,7,4,7,2,1,5
4,7,4,7,2,3,2
4,7,4,7,2,3,4
4,7,4,7,2,3,7
4,7,4,7,2,6,2
4,7,4,7,2,6,5
4,7,4,7,2,6,7
4,7,4,7,2,6,10
4,7,4,7,4,3,2
4,7,4,7,4,3,4
4,7,4,7,4,3,7
4,7,4,7,4,8,4
4,7,4,7,4,8,7
4,7,4,7,4,8,12
4,7,4,7,10,6,2
4,7,4,7,10,6,5
4,7,4,7,10,6,7
4,7,4,7,10,6,10
4,7,4,7,10,9,5
4,7,4,7,10,9,10
4,7,4,7,10,9,13
4,7,4,7,10,11,7
4,7,4,7,10,11,10
4,7,4,7,10,11,12
4,7,4,7,10,11,15
4,7,4,7,10,14,10
4,7,4,7,10,14,13
4,7,4,7,10,14,15
4,7,4,7,12,8,4
4,7,4,7,12,8,7
4,7,4,7,12,8,12
4,7,4,7,12,11,7
4,7,4,7,12,11,10
4,7,4,7,12,11,12
4,7,4,7,12,11,15
4,7,4,7,12,16,12
4,7,4,7,12,16,15
4,7,10,5,2,1,2
4,7,10,5,2,1,5
4,7,10,5,2,3,2
4,7,10,5,2,3,4
4,7,10,5,2,3,7
4,7,10,5,2,6,2
4,7,10,5,2,6,5
4,7,10,5,2,6,7
4,7,10,5,2,6,10
4,7,10,5,10,6,2
4,7,10,5,10,6,5
4,7,10,5,10,6,7
4,7,10,5,10,6,10
4,7,10,5,10,9,5
4,7,10,5,10,9,10
4,7,10,5,10,9,13
4,7,10,5,10,11,7
4,7,10,5,10,11,10
4,7,10,5,10,11,12
4,7,10,5,10,11,15
4,7,10,5,10,14,10
4,7,10,5,10,14,13
4,7,10,5,10,14,15
4,7,10,7,2,1,2
4,7,10,7,2,1,5
4,7,10,7,2,3,2
4,7,10,7,2,3,4
4,7,10,7,2,3,7
4,7,10,7,2,6,2
4,7,10,7,2,6,5
4,7,10,7,2,6,7
4,7,10,7,2,6,10
4,7,10,7,4,3,2
4,7,10,7,4,3,4
4,7,10,7,4,3,7
4,7,10,7,4,8,4
4,7,10,7,4,8,7
4,7,10,7,4,8,12
4,7,10,7,10,6,2
4,7,10,7,10,6,5
4,7,10,7,10,6,7
4,7,10,7,10,6,10
4,7,10,7,10,9,5
4,7,10,7,10,9,10
4,7,10,7,10,9,13
4,7,10,7,10,11,7
4,7,10,7,10,11,10
4,7,10,7,10,11,12
4,7,10,7,10,11,15
4,7,10,7,10,14,10
4,7,10,7,10,14,13
4,7,10,7,10,14,15
4,7,10,7,12,8,4
4,7,10,7,12,8,7
4,7,10,7,12,8,12
4,7,10,7,12,11,7
4,7,10,7,12,11,10
4,7,10,7,12,11,12
4,7,10,7,12,11,15
4,7,10,7,12,16,12
4,7,10,7,12,16,15
4,7,10,13,10,6,2
4,7,10,13,10,6,5
4,7,10,13,10,6,7
4,7,10,13,10,6,10
4,7,10,13,10,9,5
4,7,10,13,10,9,10
4,7,10,13,10,9,13
4,7,10,13,10,11,7
4,7,10,13,10,11,10
4,7,10,13,10,11,12
4,7,10,13,10,11,15
4,7,10,13,10,14,10
4,7,10,13,10,14,13
4,7,10,13,10,14,15
4,7,10,15,10,6,2
4,7,10,15,10,6,5
4,7,10,15,10,6,7
4,7,10,15,10,6,10
4,7,10,15,10,9,5
4,7,10,15,10,9,10
4,7,10,15,10,9,13
4,7,10,15,10,11,7
4,7,10,15,10,11,10
4,7,10,15,10,11,12
4,7,10,15,10,11,15
4,7,10,15,10,14,10
4,7,10,15,10,14,13
4,7,10,15,10,14,15
4,7,10,15,12,8,4
4,7,10,15,12,8,7
4,7,10,15,12,8,12
4,7,10,15,12,11,7
4,7,10,15,12,11,10
4,7,10,15,12,11,12
4,7,10,15,12,11,15
4,7,10,15,12,16,12
4,7,10,15,12,16,15
4,7,12,7,2,1,2
4,7,12,7,2,1,5
4,7,12,7,2,3,2
4,7,12,7,2,3,4
4,7,12,7,2,3,7
4,7,12,7,2,6,2
4,7,12,7,2,6,5
4,7,12,7,2,6,7
4,7,12,7,2,6,10
4,7,12,7,4,3,2
4,7,12,7,4,3,4
4,7,12,7,4,3,7
4,7,12,7,4,8,4
4,7,12,7,4,8,7
4,7,12,7,4,8,12
4,7,12,7,10,6,2
4,7,12,7,10,6,5
4,7,12,7,10,6,7
4,7,12,7,10,6,10
4,7,12,7,10,9,5
4,7,12,7,10,9,10
4,7,12,7,10,9,13
4,7,12,7,10,11,7
4,7,12,7,10,11,10
4,7,12,7,10,11,12
4,7,12,7,10,11,15
4,7,12,7,10,14,10
4,7,12,7,10,14,13
4,7,12,7,10,14,15
4,7,12,7,12,8,4
4,7,12,7,12,8,7
4,7,12,7,12,8,12
4,7,12,7,12,11,7
4,7,12,7,12,11,10
4,7,12,7,12,11,12
4,7,12,7,12,11,15
4,7,12,7,12,16,12
4,7,12,7,12,16,15
4,7,12,15,10,6,2
4,7,12,15,10,6,5
4,7,12,15,10,6,7
4,7,12,15,10,6,10
4,7,12,15,10,9,5
4,7,12,15,10,9,10
4,7,12,15,10,9,13
4,7,12,15,10,11,7
4,7,12,15,10,11,10
4,7,12,15,10,11,12
4,7,12,15,10,11,15
4,7,12,15,10,14,10
4,7,12,15,10,14,13
4,7,12,15,10,14,15
4,7,12,15,12,8,4
4,7,12,15,12,8,7
4,7,12,15,12,8,12
4,7,12,15,12,11,7
4,7,12,15,12,11,10
4,7,12,15,12,11,12
4,7,12,15,12,11,15
4,7,12,15,12,16,12
4,7,12,15,12,16,15
